index,Name of Project,Location,Source of Funds,% WT Actual,% WT Plan,Slippage,Contract Amount,No. of Days,Date Started,Target Date of Completion,Date Completed,Project Engineer,Implementor,Remarks,Report Date,Month,Year,Project Engineer/Site Engineer
2019-02-01,Completion of Sport Learning Center @ Kipalbig E/S,Tampakan,SEF SB #1-999-CONSTRUCTION OF SCHOOL BLDGS. & OTHER FACILITIES,42.01,54.34,-12.33,995550.59,90,12/10/18,3/9/19,,A BARRIENTOS,ILON MULTIBUILDERS CO.,On-going,2019-02-01,February,2019,
2019-02-01,Alteration & Renovation of Extg. Wooden Spectator's Stand and Control Tower @ SCSC (Control Tower),Koronadal City,CY 2018 Cont. APPROP. GF #105,65.57,75.68,-10.11,5427551.51,150,9/6/18,2/3/19,,S RENTOZA,GABRIELLAS ENTERPRISES,On-going,2019-02-01,February,2019,
2019-02-01,Construction of Water System @ Brgy. Carpenter Hill,Koronadal City,CY 2018 20% LDF 4.4.1,77.11,49.18,27.93,4911276.54,226,9/23/18,5/6/19,,S RENTOZA,DUMALAG SURVEYING & ENG'G. SERVICES,On-going,2019-02-01,February,2019,
2019-02-01,Proposed Renovation of Provincial Capitol Roofing System,Koronadal City,CY 2018 20% LDF,91.42,77.99,13.43,3492415.22,90,11/28/18,2/25/19,,S RENTOZA,FH GOPITEO CONST. & SUPPLY,On-going,2019-02-01,February,2019,
2019-02-01,Completion of PDRR Operations Center & Warehouse @ PEO Compound,Koronadal City,999.4-SB#2-CPDRROCW,54.1,82.24,-28.14,1488317.54,70,4/8/18,6/16/18,,E SOLATORIO,ROCKSTONE CONST. SERVICES & SUPPLY,"Suspended as of June 14, 2018 due to the new policy of SOCOTECO 1 in banking of 100kVA transformer",2019-02-01,February,2019,
2019-02-01,Upgrading of Cacub to Palo 19 Road,Koronadal-Tampakan,CY 2016CONT. APPROP. #194-GF,91.07,100,-8.93,9769932.04,180,7/26/16,5/21/18,,E SOLATORIO,KING BUILDERS CONST. & SUPPLY,Terminated,2019-02-01,February,2019,
2019-02-01,"Construction of Provincial Head Quarter's Building, Brgy. Morales",Koronadal City,CY 2018 CONT. APPROP. #115-GF,83.5,90.93,-7.43,3995647.57,175,9/23/18,3/16/19,,E SOLATORIO,FH GOPITEO CONST. & SUPPLY,On-going,2019-02-01,February,2019,
2019-02-01,Construciton of Anatomy Laboratory for Medical Program at UP Campus,Koronadal City,CY 2018 CONT. APPRO GF #210,8.72,13.7,-4.98,1491968.43,60,11/21/18,1/19/19,,E SOLATORIO,PASE CONSTRUCTION,Suspended as of Dec. 13 due to backfillling materials and nipa houses on site; variation order on process,2019-02-01,February,2019,
2019-02-01,"Upgrading of Façade, CR and Drainage System, SCGCC Compound",Koronadal City,CY 2018 CONT. APPROP. GF#142,5.44,1.64,3.8,10979927.1,250,1/24/19,9/30/19,,E SOLATORIO,TRIPLE Z MDSG. & ELECTRICAL SERVICES,On-going,2019-02-01,February,2019,
2019-02-01,"Construction of Day Care Center, Brgy. Dumadalig",Tantangan,2018 CONT. APPRO SEF #46,56.4,86.5,-30.1,1389437.49,120,11/21/18,3/20/19,,S RENTOZA,JANMARIE CONST. SERVICE & SUPPLY,On-going,2019-02-01,February,2019,
2019-02-01,"Construction of Multipurpose Building, Brgy. Poblacion",Tantangan,2018 20% LDF,6.35,76.12,-69.77,3085788.47,120,12/9/18,4/7/19,,S RENTOZA,MIGO CONSTRUCTION,On-going,2019-02-01,February,2019,
2019-02-01,Upgrading of Road Leading to the Provincial Integrated Environment Mgt. Center,Tantangan,2018 20% LDF,16.89,24.02,-7.13,5792930,105,12/23/18,4/5/19,,S RENTOZA,FREDEN CONSTRUCTION,On-going,2019-02-01,February,2019,
2019-02-01,"Construction of Vehicle Garage with Storage-Warehouse @ IPEMC, Brgy. Tinongcop",Tantangan,2018 20% LDF,0,8.75,-8.75,1429748.18,90,1/9/19,4/8/19,,S RENTOZA,ROCKSTONE CONST. SERVICES & SUPPLY,"Suspended as of Feb. 14, 2019 due to revision of plans",2019-02-01,February,2019,
2019-02-01,Construction of Halfway House under Conprehensive Local Integration Program (CLIP),Tantangan,,2.83,4.73,-1.9,4994725.72,150,2/3/19,7/2/19,,A DEMETILLO,MS LAGMAN TRACTORS & CONST. INC.,On-going,2019-02-01,February,2019,
2019-02-01,"Const. of Multi Purpose Building (Barangay Hall), Brgy. Punong Grande",Banga,CY 2018 20% LDF,46.43,75.97,-29.54,3191578.09,120,11/14/18,3/13/19,,MJ Dauz,C.A. BETALAC CONST. & GEN. MDSE.,On-going,2019-02-01,February,2019,
2019-02-01,"Establishment of Food Processing & Demontration Area @ provincial Scion Grove, Nursery, Research & Demo Farm",Banga,2018 20% LDF,2.31,2.35,-0.04,1447878.28,95,11/27/18,3/1/19,,MJ Dauz,FH GOPITEO CONST. & SUPPLY,"Suspended as of Dec. 12, 2018 due to variation order",2019-02-01,February,2019,
2019-02-01,"Construction of Three CL (7x9) Building with Attached Toilet, Rang-ay Integrated School",Banga,SEF SB #1-999-CONSTRUCTION OF SCHOOL BLDGS. & OTHER FACILITIES,37.79,26.59,11.2,2995385.13,150,12/20/18,5/18/19,,MJ Dauz,FH GOPITEO CONST. & SUPPLY,On-going,2019-02-01,February,2019,
2019-02-01,Construction of Sports Learning Center @ Lamba NHS (Matlong Campus),Banga,SEF SB #1-999-CONSTRUCTION OF SCHOOL BLDGS. & OTHER FACILITIES,49.47,13.59,35.88,3095811.6,130,12/10/18,4/18/19,,MJ Dauz,C.A. BETALAC CONST. & GEN. MDSE.,On-going,2019-02-01,February,2019,
2019-02-01,Installation of Slope Protection along Nhwy.-Liwanay-Kusan-Risco Road,Banga,2018 CONT. APPRO CF #42,6.66,41.6,-34.94,1993940.05,75,1/9/19,3/24/19,,MJ Dauz,ROCKSTONE CONST. SERVICES & SUPPLY,On-going,2019-02-01,February,2019,
2019-02-01,"Spring Dev't. & Inst. Of Level II Water System through Hydraulic Rampump, Brgy. San Vicente",Banga,CY 2017 20% LDF,100,100,0,2700099.48,175,5/21/18,2/19/19,2/19/19,ME Dondiego,DAVAO SANTHONY BUILDERS CORP.,Completed,2019-02-01,February,2019,
2019-02-01,"Completion of Barangay Hall, Brgy. Rizal, Poblacion",Banga,CY 2018 CONT. APPRO. GF #123,100,100,0,893970,80,10/25/18,2/6/19,2/6/19,CJ HICBAN,NIRVANA CONST. & SUPPLIES,Completed,2019-02-01,February,2019,
2019-02-01,Completion of Sports Learning Center @ El Nonok integrated School,Banga,SEF SB #1-999-CONSTRUCTION OF SCHOOL BLDGS. & OTHER FACILITIES,43.54,37.13,6.41,997315.63,90,12/12/18,3/31/19,,CJ HICBAN,THREE G BUILDERS,On-going,2019-02-01,February,2019,
2019-02-01,Const. of Riverbank Protection (Indigenous Materials) & Rechanelling of Waterway @ Brgy. San Miguel,Norala,SEF-212-11.1a,2.96,71.9,-68.94,2692684.72,60,11/1/16,12/1/18,,CJ HICBAN,ROCKSTONE CONST. SERVICES & SUPPLY,"Suspended as of Nov. 28, 2018 due to scarcity of bamboos & request of landowner to resurvey the project site",2019-02-01,February,2019,
2019-02-01,Conc. Of Provincial Road Lapus to Brgy. Liberty,Norala,CY 2018 CONT. APPROP. GF #75,6.8,11.17,-4.37,17240000,125,3/29/18,7/31/18,,CJ HICBAN,FREDEN CONSTRUCTION,"Project suspended as of April 25, 2018 due to road right of way problem",2019-02-01,February,2019,
2019-02-01,Upgrading of Jct. provincial Road-Lopez Jaena to Brgy. Katipunan,Norala & Sto. Niño,CY 2018 20% LDF #4.2.14,93.89,95.7,-1.81,9988834.34,162,9/6/18,3/11/19,,A SOBREVEGA,FREDEN CONSTRUCTION,On-going; variation order is on process for final quantification,2019-02-01,February,2019,
2019-02-01,Upgrading of jct. Nhwy. Panay-San Vicente-Guinsang-an Road,Sto. Niño,2018 20% LDF,53.37,47,6.37,14976633.83,165,11/14/18,4/27/18,,MJ Dauz,FH GOPITEO CONST. & SUPPLY,On-going,2019-02-01,February,2019,
2019-02-01,"Construction of Day Care Center, Brgy. M. Roxas",Sto. Niño,CY 2018 Cont. Appro SEF #44,100,100,0,1391639.27,90,11/21/18,2/18/19,2/18/19,ME Dondiego,FH GOPITEO CONST. & SUPPLY,Completed,2019-02-01,February,2019,
2019-02-01,Completion of Sports Learning Center @ Sto. Niño CES,Sto. Niño,SEF SB #1-999-CONSTRUCTION OF SCHOOL BLDGS. & OTHER FACILITIES,6.21,25.98,-19.77,4070985.86,165,12/16/18,5/29/19,,ME Dondiego,ROCKSTONE CONST. SERVICES & SUPPLY,On-going,2019-02-01,February,2019,
2019-02-01,"Completion of Sports Learning Center @ J. Blanco E/S, Brgy. M. Roxas",Sto. Niño,SEF SB #1-999-CONSTRUCTION OF SCHOOL BLDGS. & OTHER FACILITIES,1.72,5.16,-3.44,991716.54,90,2/6/19,5/6/19,,ME Dondiego,GABRIELLAS ENTERPRISES,On-going,2019-02-01,February,2019,
2019-02-01,Concreting of Tubi-ala Lambontong Road part. Approaching to Malomboy Bridge,Surallah,CY 2017 20% LDF,84.89,100,-15.11,8494519.47,160,1/2/18,6/10/18,,ME Dondiego,HEXAMINDZ CORPORATION,On-going; project expired as of June 10,2019-02-01,February,2019,
2019-02-01,"Construction of Multipurpose Building, Brgy. Lamian",Surallah,CY 2018 20% LDF,27.51,24.36,3.15,3193878.49,120,12/20/18,4/18/19,,ME Dondiego,FH GOPITEO CONST. & SUPPLY,On-going,2019-02-01,February,2019,
2019-02-01,Rehabilitation of Lamdalag - Lamcade - Klubi Rd,Lake Sebu,2018 Cont. Appro GF#318,73.64,79.9,-6.26,7153222.57,125,8/15/18,1/24/19,,A SOBREVEGA,THREE G BUILDERS,"Suspended as of Jan. 17, 2019",2019-02-01,February,2019,
2019-02-01,Rehabilitation of Lamdalag - Lamcade - Klubi Rd (Phase II),Lake Sebu,2018-20% LDF,16.32,29.75,-13.43,9993373.52,150,11/14/18,4/12/19,,A SOBREVEGA,THREE G BUILDERS,On-going,2019-02-01,February,2019,
2019-02-01,"Construction of Stage, Brgy. Luhib",Lake Sebu,2018-20% LDF,73.54,100,-26.46,997312.62,90,11/27/18,2/24/19,,A SOBREVEGA,THREE G BUILDERS,On-going,2019-02-01,February,2019,
2019-02-01,Upgrading of Brgy. Poblacion-Matapol Road,Norala,2018-20% LDF,19.2,11.42,7.78,9976002.83,150,12/20/18,5/18/19,,A SOBREVEGA,GABRIELLAS ENTERPRISES,On-going,2019-02-01,February,2019,
2019-02-01,"Construciton of Stage, Brgy. Lahit",Lake Sebu,2018-20% LDF,49.38,64.96,-15.58,992314.81,90,12/10/18,3/9/19,,A SOBREVEGA,THREE G BUILDERS,On-going,2019-02-01,February,2019,
2019-02-01,Construction of Lake Lahit Tourism Facility,Lake Sebu,CY 2018 20% LDF,7.47,17.66,-10.19,5262944.77,150,2/6/19,7/5/19,,A SOBREVEGA,BETTER WORK CONSTRUCTION,On-going,2019-02-01,February,2019,
2019-02-01,"Const. of Bridge @ New Dumangas, T'boli-Sitio Roxas",T'boli,CY 2016 CONT. APPROP.,60.9,95.08,-34.18,24961302.94,340,6/25/17,7/9/18,,ME Dondiego,FREDEN CONSTRUCTION,"Project suspended as of July 9, 2018",2019-02-01,February,2019,
2019-02-01,Conc. Of Road Leading to Bakngeb underground River,T'boli,CY 2017 20% LDF,67.45,100,-32.55,4995579.03,80,12/25/17,6/16/18,,MJ Dauz,JAMI CONST. & SUPPLY,On-going; major issue: no heavy equipments and insuffiecient manpower,2019-02-01,February,2019,
2019-02-01,"Construction of Stage, Brgy. Datal D'lanag",T'boli,CY 2018 20% LDF,14.21,84.85,-70.64,992963.44,90,11/21/18,3/10/19,,MJ Dauz,NIRVANA CONST. & SUPPLIES,On-going,2019-02-01,February,2019,
2019-02-01,Construction of One (1) Unit Warehouse and Drier,Surallah & T'boli,PRDP,32.87,79.62,-46.75,2996169.76,90,11/3/18,3/7/19,,MJ Dauz,ROCKSTONE CONST. SERVICES & SUPPLY,On-going,2019-02-01,February,2019,
2019-02-01,Completion of Sports Learning Center @ Aflek NHS,T'boli,SEF SB#1-999-CONST. OF SCHOOL BLDG. & OTHER FACILITIES,47.15,43.45,3.7,995000,90,12/23/18,3/22/19,,J JANUTO,FREDEN CONSTRUCTION,On-going,2019-02-01,February,2019,
2019-02-01,Construction of 3x3 Box Culvert along T'boli-New Dumangas Road,T'boli,2018 CONT/ APPRO PDRRMF #7,13.47,8.77,4.7,1916000,175,1/20/19,7/13/19,,MJ Dauz,FREDEN CONSTRUCTION,On-going,2019-02-01,February,2019,
2019-02-01,"Construction of 12.0 LM Flat Slab Bridge, Brgy. Kematu",T'boli,2018 NON-OFFICE PDRRMF 3.A.7,0,2.8,-2.8,9635278.89,300,1/15/19,11/10/19,,MJ Dauz,FH GOPITEO CONST. & SUPPLY,On-going,2019-02-01,February,2019,
2019-03-01,"Completion of Sports Learning center, Brgy. Sumbakil E/S",Polomolok,SEF SB #1-999-CONSTRUCTION OF SCHOOL BLDGS. & OTHER FACILITIES,55.8,59.86,-4.06,994602.93,90,12/16/18,3/15/19,,J JANUTO,ROCKSTONE CONST. SERVICES & SUPPLY,On-going,2019-03-01,March,2019,
2019-03-01,"Completion of Sports Learning center @ Kalyong E/S, Brgy. Landan",Polomolok,SEF SB #1-999-CONSTRUCTION OF SCHOOL BLDGS. & OTHER FACILITIES,76.54,60.8,15.74,996872.98,120,12/12/18,3/11/19,,J JANUTO,THREE G BUILDERS,On-going; delayed of construction activities due to the difficulty of water in the area needed for the masonry & concrete works,2019-03-01,March,2019,
2019-03-01,"Construction of Gabion/Dike, Brgy. Klinan 6",Polomolok,SEF SB #1-999-CONSTRUCTION OF SCHOOL BLDGS. & OTHER FACILITIES,0.09,2.6,-2.51,5353075.72,72,12/16/18,2/25/19,,J JANUTO,ROCKSTONE CONST. SERVICES & SUPPLY,"Suspended as of jan. 7, 2019 due to non-availability of the specified steel sheet piles of the contractor's supplier",2019-03-01,March,2019,
2019-03-01,"Construction of Bleacher, Brgy. Koronadal Proper",Polomolok,CY 2018 20% LDF,44.99,78.91,-33.92,993780.55,60,12/16/18,2/13/19,,J JANUTO,ROCKSTONE CONST. SERVICES & SUPPLY,"Suspended as of Feb. 7, 2019 due to revised plan and variation order requested by the barangay chairman of Barangay Koronadal proper",2019-03-01,March,2019,
2019-03-01,"Construction of Multi Purpose Building, Brgy. Polo",Polomolok,CY 2018 20% LDF,41.57,21.09,20.48,3448182.89,130,12/26/18,6/15/19,,J JANUTO,"UNIFIED WORKERS CONST. & DEVELOPMENT MPC, INC.",On-going,2019-03-01,March,2019,
2019-03-01,"Construction of Sports Learning center, Brgy. Polonoling NHS",Tupi,SEF SB #1-999-CONSTRUCTION OF SCHOOL BLDGS. & OTHER FACILITIES,70.37,73.75,-3.38,3190253.56,130,12/11/18,4/19/19,,J JANUTO,CRISNARD CONST. & SUPPLY,On-going,2019-03-01,March,2019,
2019-03-01,Const. of Box Culvert @ Prk. Malipayon,Tupi,CY 2017 CONT APPROP. #24,100,100,0,1935054.16,135,11/5/17,2/28/19,2/28/19,J JANUTO,KING BUILDERS CONST. & SUPPLY,Completed,2019-03-01,March,2019,
2019-03-01,Const. of 2CL School Bldg. w/ Two Seater Attached Toilet @ Ricardo D. Avila Elementary School,Tupi,2018 CONT. APPRO GF #41,87.49,100,-12.51,1979900.18,160,10/2/18,3/10/19,,J JANUTO,ILON MULTIBUILDERS CO.,On-going,2019-03-01,March,2019,
2019-03-01,"Construciton of One (1) Unit Coffee Trading Center, Brgy. Poblacion",Tupi,PRDP,83.29,81.78,1.51,2395072.06,130,11/3/18,4/11/19,,J JANUTO,ROCKSTONE CONST. SERVICES & SUPPLY,On-going,2019-03-01,March,2019,
2019-03-01,Construction of Signages/Wayfinders in key Tourist destination/Information Warning Devices,Tupi,2018 CONT. APPRO GF #65,0,0.24,-0.24,1784823.3,120,11/21/18,3/19/19,,J JANUTO,PASE CONSTRUCTION,"Suspended as of Dec. 5, 2018 location was already settled, waiting for the approved revised plan & variation order prepared by the PDPD",2019-03-01,March,2019,
2019-03-01,"Const. of one (1) Unit Warehouse and Drier @ Brgy. Kinilis, Polomolok & Brgy. Poblacion, Tampakan",Polomolok & Tampakan,PRDP,80.59,86.18,-5.59,2994969.77,160,11/3/18,4/11/19,,J JANUTO,ROCKSTONE CONST. SERVICES & SUPPLY,On-going,2019-03-01,March,2019,
2019-03-01,Construction of Sitio El Nama Bridge,Tupi,CY 2016 CONT APPROP. #182-GF,97,100,-3,4904647.08,220,6/12/16,1/17/17,,A. DEMETILLO,CS CONSTRUCTION & SUPPLY,On-going; subject for LD,2019-03-01,March,2019,
2019-03-01,Completion of Sports Learning Center @ Miasong Elementary School,Tupi,SEF SB #1-999-CONSTRUCTION OF SCHOOL BLDGS. & OTHER FACILITIES,72.8,64.92,7.88,997275.95,90,1/21/19,4/20/19,,A. DEMETILLO,MS LAGMAN TRACTORS & CONST. INC.,On-going,2019-03-01,March,2019,
2019-03-01,"Construction of Covered Court, Brgy. Pula Bato",Tampakan,2018 CONT. APPRO GF #304,72.38,70.39,1.99,4066740.44,180,9/4/18,4/15/19,,A DEMETILLO,ILON MULTIBUILDERS CO.,On-going,2019-03-01,March,2019,
2019-03-01,"Construciton of Lined Canal @ Godmaling, Prk, Quezon, Brgy. Sta. Cruz",Tampakan,2018 NON-OFFICE PDRRMF 3.A.10,84.78,72.27,12.51,5336492.32,240,10/10/18,6/6/19,,A DEMETILLO,PASE CONSTRUCTION,On-going,2019-03-01,March,2019,
2019-03-01,Upgrading of Poblacion-Bukang Liwayway Road with Drainagae Canals,Tampakan,2018 20% LDF,46.84,28.31,18.53,10978444.57,150,1/22/19,6/20/19,,A DEMETILLO,"UNIFIED WORKERS CONST. & DEVELOPMENT MPC, INC.",On-going,2019-03-01,March,2019,
2019-03-01,Rehabilitation of Albagan Road,Tampakan,,89.63,100,-10.37,5986721.47,100,9/26/17,9/18/18,,A BARRIENTOS,JAMI CONST. & SUPPLY,On-going; due for LD,2019-03-01,March,2019,
2019-03-01,Const. of Albagan Gym with Stage,Tampakan,CY 2017 20% LDF,90.64,100,-9.36,4033389.66,200,11/28/17,6/15/18,,A BARRIENTOS,JAMI CONST. & SUPPLY,On-going; due for LD,2019-03-01,March,2019,
2019-03-01,"Const. of Salway Box Culvert, Brgy. Tablu",Tampakan,9999-Non-Office 5% CF,60.78,91.2,-30.42,2987473.44,135,12/26/17,10/17/18,,A BARRIENTOS,MFN BUILDERS,"Suspended as of oct. 11, 2018 due to the suited actual field condition by straightening the roadway traverse line was contrary to the approved plan",2019-03-01,March,2019,
2019-03-01,Completion of Sport Learning Center @ Kipalbig E/S,Tampakan,SEF SB #1-999-CONSTRUCTION OF SCHOOL BLDGS. & OTHER FACILITIES,51.04,65.56,-14.52,995550.59,90,12/10/18,3/9/19,,A BARRIENTOS,ILON MULTIBUILDERS CO.,On-going,2019-03-01,March,2019,
2019-03-01,Alteration & Renovation of Extg. Wooden Spectator's Stand and Control Tower @ SCSC (Control Tower),Koronadal City,CY 2018 Cont. APPROP. GF #105,67.42,69.08,-1.66,5427551.51,150,9/6/18,2/3/19,,S RENTOZA,GABRIELLAS ENTERPRISES,On-going,2019-03-01,March,2019,
2019-03-01,Construction of Water System @ Brgy. Carpenter Hill,Koronadal City,CY 2018 20% LDF 4.4.1,85.48,74.66,10.82,4911276.54,226,9/23/18,5/6/19,,S RENTOZA,DUMALAG SURVEYING & ENG'G. SERVICES,On-going,2019-03-01,March,2019,
2019-03-01,Proposed Renovation of Provincial Capitol Roofing System,Koronadal City,CY 2018 20% LDF,91.42,77.99,13.43,3492415.22,90,11/28/18,2/25/19,,S RENTOZA,FH GOPITEO CONST. & SUPPLY,"Suspended as of March 19, 2019",2019-03-01,March,2019,
2019-03-01,Completion of PDRR Operations Center & Warehouse @ PEO Compound,Koronadal City,999.4-SB#2-CPDRROCW,54.1,82.24,-28.14,1488317.54,70,4/8/18,6/16/18,,E SOLATORIO,ROCKSTONE CONST. SERVICES & SUPPLY,"Suspended as of June 14, 2018 due to the new policy of SOCOTECO 1 in banking of 100kVA transformer",2019-03-01,March,2019,
2019-03-01,Upgrading of Cacub to Palo 19 Road,Koronadal-Tampakan,CY 2016CONT. APPROP. #194-GF,91.07,100,-8.93,9769932.04,180,7/26/16,5/21/18,,E SOLATORIO,KING BUILDERS CONST. & SUPPLY,On-going,2019-03-01,March,2019,
2019-03-01,"Construction of Provincial Head Quarter's Building, Brgy. Morales",Koronadal City,CY 2018 CONT. APPROP. #115-GF,100,100,0,3995647.57,175,9/23/18,3/16/19,3/16/19,E SOLATORIO,FH GOPITEO CONST. & SUPPLY,Completed,2019-03-01,March,2019,
2019-03-01,Construciton of Anatomy Laboratory for Medical Program at UP Campus,Koronadal City,CY 2018 CONT. APPRO GF #210,58.75,53.46,5.29,1491968.43,60,11/21/18,4/12/19,,E SOLATORIO,PASE CONSTRUCTION,On-going,2019-03-01,March,2019,
2019-03-01,"Upgrading of Façade, CR and Drainage System, SCGCC Compound",Koronadal City,CY 2018 CONT. APPROP. GF#142,12.58,2.99,9.59,10979927.1,250,1/24/19,9/30/19,,E SOLATORIO,TRIPLE Z MDSG. & ELECTRICAL SERVICES,On-going,2019-03-01,March,2019,
2019-03-01,Construction of Water System @ UP School of Health Campus,Koronadal City,UP SOCOT-P/P SB#1-999-CONST. OF WATER SYSTEM,0.23,5,-4.77,2978927.25,67,3/19/19,5/24/19,,E SOLATORIO,DUMALAG SURVEYING & ENG'G. SERVICES,On-going,2019-03-01,March,2019,
2019-03-01,Construction of Special Drug Education & Rehabilitation Facility (SCRDC),Koronadal City,1011-PGO-STAFF-P/P-999.1-PEACE & ORDER PROGRAM,1.35,14.44,-13.09,19833675.04,250,1/30/19,10/7/19,,S RENTOZA,FH GOPITEO CONST. & SUPPLY,On-going,2019-03-01,March,2019,
2019-03-01,"Construction of Day Care Center, Brgy. Dumadalig",Tantangan,2018 CONT. APPRO SEF #46,90.66,100,-9.34,1389437.49,120,11/21/18,3/20/19,,S RENTOZA,JANMARIE CONST. SERVICE & SUPPLY,On-going; subject for LD,2019-03-01,March,2019,
2019-03-01,"Construction of Multipurpose Building, Brgy. Poblacion",Tantangan,2018 20% LDF,30.9,95.76,-64.86,3085788.47,120,12/9/18,4/7/19,,S RENTOZA,MIGO CONSTRUCTION,On-going,2019-03-01,March,2019,
2019-03-01,Upgrading of Road Leading to the Provincial Integrated Environment Mgt. Center,Tantangan,2018 20% LDF,37.31,83.14,-45.83,5792930,105,12/23/18,4/5/19,,S RENTOZA,FREDEN CONSTRUCTION,On-going,2019-03-01,March,2019,
2019-03-01,"Construction of Vehicle Garage with Storage-Warehouse @ IPEMC, Brgy. Tinongcop",Tantangan,2018 20% LDF,6.41,62.83,-56.42,1429748.18,90,1/9/19,4/20/19,,S RENTOZA,ROCKSTONE CONST. SERVICES & SUPPLY,On-going,2019-03-01,March,2019,
2019-03-01,Construction of Halfway House under Conprehensive Local Integration Program (CLIP),Tantangan,,25.08,19.93,5.15,4994725.72,150,2/3/19,7/2/19,,A DEMETILLO,NIRVANA CONST. & SUPPLIES,On-going,2019-03-01,March,2019,
2019-03-01,"Upgrading of San Isidro - Katipunan, Sto. Niño - Lopez Jaena Road",Norala,PEO 8751 (2019 CONT. APPRO) CA-2019-110-GF,5.08,0.06,5.02,34966000.73,300,3/21/19,1/14/20,,A DEMETILLO,FH GOPITEO CONST. & SUPPLY,On-going,2019-03-01,March,2019,
2019-03-01,Completion of Sports Learning Center @ Aflek NHS,T'boli,SEF SB#1-999-CONST. OF SCHOOL BLDG. & OTHER FACILITIES,47.15,43.45,3.7,995000,90,12/23/18,3/22/19,,J JANUTO,FREDEN CONSTRUCTION,On-going,2019-03-01,March,2019,
2019-04-01,"Completion of Sports Learning center, Brgy. Sumbakil E/S",Polomolok,SEF SB #1-999-CONSTRUCTION OF SCHOOL BLDGS. & OTHER FACILITIES,85.17,100,-14.83,994602.93,90,12/16/18,4/6/19,,J JANUTO,ROCKSTONE CONST. SERVICES & SUPPLY,On-going; subject for LD,2019-04-01,April,2019,
2019-04-01,"Completion of Sports Learning center @ Kalyong E/S, Brgy. Landan",Polomolok,SEF SB #1-999-CONSTRUCTION OF SCHOOL BLDGS. & OTHER FACILITIES,86.06,100,-13.94,996872.98,120,12/12/18,4/10/19,,J JANUTO,THREE G BUILDERS,On-going,2019-04-01,April,2019,
2019-04-01,"Construction of Gabion/Dike, Brgy. Klinan 6",Polomolok,SEF SB #1-999-CONSTRUCTION OF SCHOOL BLDGS. & OTHER FACILITIES,0.09,2.6,-2.51,5353075.72,72,12/16/18,2/25/19,,J JANUTO,ROCKSTONE CONST. SERVICES & SUPPLY,"Suspended as of jan. 7, 2019 due to non-availability of the specified steel sheet piles of the contractor's supplier",2019-04-01,April,2019,
2019-04-01,"Construction of Bleacher, Brgy. Koronadal Proper",Polomolok,CY 2018 20% LDF,44.99,78.91,-33.92,993780.55,60,12/16/18,2/13/19,,J JANUTO,ROCKSTONE CONST. SERVICES & SUPPLY,"Suspended as of Feb. 7, 2019 on-going preparation of the variation order & revised plan no.2",2019-04-01,April,2019,
2019-04-01,"Construction of Multi Purpose Building, Brgy. Polo",Polomolok,CY 2018 20% LDF,55.66,48.64,7.02,3448182.89,130,12/26/18,6/15/19,,J JANUTO,"UNIFIED WORKERS CONST. & DEVELOPMENT MPC, INC.",On-going,2019-04-01,April,2019,
2019-04-01,"Construction of Sports Learning center, Brgy. Polonoling NHS",Tupi,SEF SB #1-999-CONSTRUCTION OF SCHOOL BLDGS. & OTHER FACILITIES,77.4,74.41,2.99,3190253.56,151,12/11/18,5/5/19,,J JANUTO,CRISNARD CONST. & SUPPLY,On-going,2019-04-01,April,2019,
